id_producto,linea,nombre,principios_activos,indicaciones,posologia,presentaciones,estado
prod_185,Esencias florales,Rescate crema,Cerasífera; clemátide; impaciencia; estrella de belén; heliantemo; manzano silvestre.,En caso de golpes se aplica sobre la zona afectada con masaje suave; En situaciones de shock emocional aplicar una pequeña cantidad en la base de la nariz; detrás de las orejas o en la parte interior de las muñecas.,,Crema x 20g,activo
prod_186,Esencias florales,Acebo (holly - ilex aquifolium),Acebo,Para aprender del amor en todas sus manifestaciones; Comprensión; solidaridad; afecto; respeto; Para quienes se ven atacados por pensamientos contrarios al amor como el odio; la envidia; el egoísmo y la sospecha.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_187,Esencias florales,Achicoria (chicory - cichorium intybus),Achicoria,Quien necesita aprender del amor incondicional; el dar sin recibir nada a cambio; Para la posesividad y la manipulación.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_188,Esencias florales,Agrimonia (agrimony - agrimonia eupatoria),Agrimonia,Para quienes ocultan detrás de su buen humor todas sus preocupaciones; Permite aceptarse a sí mismo.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_189,Esencias florales,Agua de roca (rock water - agua petra),Agua de roca,A través de la flexibilidad y de la apertura; ayuda a quienes son rigurosos y estrictos en exceso consigo mismo.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_190,Esencias florales,Álamo temblón (aspen - populus tremula),Álamo temblón,Da confianza a la persona que necesita superar los miedos de origen desconocido.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_191,Esencias florales,Alerce (larch - larix decidua),Alerce (larch - larix decidua),Aportando confianza y seguridad en si mismo; sirve para quienes anticipan el fracaso porque dudan de sus capacidades.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_192,Esencias florales,Aulaga (gorse - ulex europaeus),Aulaga (gorse - ulex europaeus),Con fe; ayuda en el desaliento y la desesperanza profunda; Para quien ha dejado de perseverar.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_193,Esencias florales,Avena silvestre (wild oat - bromus ramosus),Avena silvestre (wild oat - bromus ramosus),Con discernimiento ayuda a la persona a encontrar el propósito de la vida; Para la insatisfacción que produce la vocación dudosa.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_194,Esencias florales,Brezo (heather - calluna vulgaris),Brezo (heather - calluna vulgaris),Buscando el amor dentro de sí mismo y viviéndolo con el de los demás; sirve para quien se siente solo.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_195,Esencias florales,Brote de castaño (chestnut bud - aesculus hippocastanum),Brote de castaño (chestnut bud - aesculus hippocastanum),A través del reconocimiento y la observación sirve para quienes repiten los mismos errores y no aprenden de estos.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_196,Esencias florales,Castaño blanco (white chestnuto - aesculus hippocastanum),Castaño blanco (white chestnuto - aesculus hippocastanum),Aquieta la mente cuando hay ideas repetitivas; interfiriendo con la capacidad de concentrarse debido a la excesiva preocupación.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_197,Esencias florales,Castaño dulce (sweet chestnut - castanea sativa),Castaño dulce (sweet chestnut - castanea sativa),Por medio de la aceptación y de la transformación; ayuda en estados de desesperación profunda y tormento interior; Permite que las viejas estructuras de la personalidad se abran y crea un espacio para nuevos estados de conciencia.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_198,Esencias florales,Castaño rojo (red chestnut - aesculus carnea),Castaño rojo (red chestnut - aesculus carnea),Para quienes tienen pensamientos de preocupación exagerada por los demás; Se imponen y descuidan sus propias necesidades; viviendo la vida de los otros como si fuera la propia; Para madres sobreprotectoras.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_199,Esencias florales,Centaura (centaury - centaurium umbellatum),Centaura (centaury - centaurium umbellatum),Útil para quien sirve exageradamente; buscando aceptación; no sabe decir No; Permite establecer el contacto con la propia voluntad,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_200,Esencias florales,Cerasifera(cherry plum - prunus cerasifera),Cerasifera(cherry plum - prunus cerasifera),Aportando autocontrol permite salir victorioso de situaciones donde se tiene miedo a perder el control.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_201,Esencias florales,Ceratostigma (ceratostigma willmottiana),Ceratostigma willmottiana,Aporta seguridad y confianza en las propias decisiones; Permite reconocer; aceptar y oír el YO interior.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_202,Esencias florales,Clemátide (clematis vitalba),Clematis vitalba,Estando afianzado en el presente sirve para quienes evaden la realidad y sueñan despiertos.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_203,Esencias florales,Estrella de belén (star or bethlehem - ornithogalum umbelatum),Star or bethlehem; Ornithogalum umbelatum,Corrige; traumas físicos; mentales o psíquicos; independiente de que sean recientes o hayan ocurrido hace mucho tiempo.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_204,Esencias florales,Genciana(gentian-gentiana amarella),Gentian; Gentiana amarella,Aportando ánimo permite superar la tristeza; el desánimo y la depresión de causa conocida.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_205,Esencias florales,Haya (beech - fagus sylvatica),Beech; Fagus sylvatica,Sirve para las personas críticas e intolerantes que se creen poseedoras de la verdad.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_206,Esencias florales,Heliantemo (rock rose-helianthemum nummularium),Rock rose; Helianthemum nummularium,Con coraje ayuda en situaciones de miedos extremos; terror; pánico.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_207,Esencias florales,Hojarazo (hornbeam - carpinus betulus),Hornbeam; Carpinus betulus,Debido a la rutina es útil para las personas que tienen la sensación de estar cansadas; agotadas mental y físicamente; como un estado transitorio o de larga duración; Para la pereza del lunes en la mañana.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_208,Esencias florales,Impaciencia (impatiens - impatiens glandulifera),Impatiens; Impatiens glandulifera,Estimulando la paciencia sirve a las personas que son ágiles mentalmente y nerviosas e irritables; que siempre tienen prisa y todo les parece lento ya que odian la rutina.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_209,Esencias florales,Madreselva(honey suckle- lonicera caprifolium),Honey suckle; Lonicera caprifolium,Para aprender de las experiencias pasadas sin vivir en ellas; Nos libera de los sentimientos de nostalgia y añoranzas; ubicándonos en el presente; Personas que les cuesta mucho separarse de algo.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_210,Esencias florales,Manzano silvestre (crab apple - malus pumila),Crab apple; Malus pumila,Corrige la escrupulosidad; la sensación de impureza y de suciedad física o emocional.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_211,Esencias florales,Mímulo (mimulus - mimulus guttatus),Mímulo (mimulus - mimulus guttatus),Con valor; ayuda a enfrentar la timidez y los temores de origen conocido; Miedo a enfermarse; o a los animales.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_212,Esencias florales,Mostaza (mustard - sinapis arvensis),Mostaza (mustard - sinapis arvensis),Proporciona serenidad interna; alegría de vivir; Útil en depresiones profundas sin causa conocida.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_213,Esencias florales,Nogal (walnut - juglans regia),Nogal (walnut - juglans regia),Para los que tienen que decidirse a dar un paso adelante; permitiendo la apertura; para el cambio; Útil frente a influencias externas negativas.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_214,Esencias florales,Olivo (olive - olea europoea),Olivo (olive - olea europoea),En periodos de grandes sobrecargas de trabajo y duras exigencias; aporta fuerza y vitalidad; Útil para el completo agotamiento y cansancio extremo del cuerpo.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_215,Esencias florales,Olmo (elm - ulmus procera),Olmo (elm - ulmus procera),Da serenidad y equilibrio; sirve para la persona que se siente abrumada por sus responsabilidades; la vida cotidiana o un dolor físico; con sentimiento de incapacidad.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_216,Esencias florales,Pino silvestre (pine - pinus sylvestris),Pino silvestre (pine - pinus sylvestris),Aporta arrepentimiento; perdón y el ser capaz de aceptarse tal como es; Es útil para quienes se reprochan continuamente y no ven la realidad de sus responsabilidades; Para los sentimientos de culpa con respecto a la sexualidad.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_217,Esencias florales,Roble (oak - quercus robur),Roble (oak - quercus robur),Ayuda al luchador exhausto que jamás se rinde a reconocer y aceptar su propio límite de rendimiento; Para la obsesión por el trabajo.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_218,Esencias florales,Rosa silvestre (wild rose - rosa canina),Rosa silvestre (wild rose - rosa canina),Motiva interiormente al gozo de la vida interna y externa; Para el desinterés; la apatía y la resignación.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_219,Esencias florales,Sauce - willow (salix vitellina),Sauce - willow (salix vitellina),Útil para quien se siente víctima; es resentido y amargado; y no asume sus responsabilidades.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_220,Esencias florales,Scleranthus (scleranthus - scleranthus annuus),Scleranthus (scleranthus - scleranthus annuus),Aporta equilibrio; ayuda a quien fluctúa entre dos extremos con indecisión y cambios de ánimo continuos.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_221,Esencias florales,Verbena (verbain - verbena officinalis),Verbena (verbain - verbena officinalis),Para los fanáticos; entusiastas y vehementes que quieren cambiar el mundo; Útil en niños hiperactivos.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_222,Esencias florales,Vid (vine - vitis vinifera),Vid (vine - vitis vinifera),Para los dominantes; autoritarios e inflexibles que quieren imponer su voluntad siempre en todo y a todos.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_223,Esencias florales,Violeta de agua (water violet - hottonia palustris),Violeta de agua (water violet - hottonia palustris),Aporta humildad y permite entregarse a los demás; Para los sentimientos de superioridad y arrogancia.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_224,Esencias florales,Rescate (remedio de urgencia - rescue remedy),Combinación de cinco esencias florales,Útil en situaciones de crisis; urgencias o accidentes; Cuida que no se desintegre el sistema energético.,,Spray oral por 30 ml; Gotas por 30 ml; Globulos x 25g,activo
prod_225,Esencias florales,Ajo salvaje (allium angulosum),Ajo salvaje (allium angulosum),Nos libera de todo tipo de temores; ansiedad e inseguridad; Excelente repelente de insectos y parásitos; Fortalece el sistema inmune en la medida en que disminuye la incertidumbre y el temor.,,Spray oral; Gotas,activo
prod_226,Esencias florales,Albahaca (oncimum basilicum),Albahaca (oncimum basilicum),Integra la sexualidad y la espiritualidad a la vida cotidiana; Incrementa el entendimiento sobre la sexualidad.,,Spray oral; Gotas,activo
prod_227,Esencias florales,Albaricoque (prunus armeniaca),Albaricoque (prunus armeniaca),Fortalece el páncreas; Para la sensación de impureza interior; Útil para los cambios bruscos de temperamento; Facilita el entendimiento de conceptos como: ternura y dulzura.,,Spray oral; Gotas,activo
prod_228,Esencias florales,Algodón (gossypium arboreum),Algodón (gossypium arboreum),Muy útil en la pérdida del cabello independientemente de su origen; para los que no se sienten queridos ni nutridos de afecto del padre.,,Spray oral; Gotas,activo
prod_229,Esencias florales,Almendro (prunus amygdalus),Almendro (prunus amygdalus),Permite llegar a la madurez de manera natural; para los problemas de desarrollo físico; facilita la regeneración celular; Corrige el miedo a envejecer.,,Spray oral; Gotas,activo
prod_230,Esencias florales,Aloe (aloe vera - sábila),Aloe (aloe vera - sábila),Permite liberar las emociones reprimidas a través de un efecto catártico; Excelente cicatrizante; para problemas en la piel; regenerador de tejidos; Aporta vitalidad y regeneración.,,Spray oral; Gotas,activo
prod_231,Esencias florales,Amaranto (amaranthus hipochondriacus),Amaranthus hipochondriacus,Proporciona equilibrio y paz; útil como inmunológico; Incrementa la atención y claridad mental; Especial para los estados psicológicos alterados con posible alteración bioquímica.,,Spray oral; Gotas,activo
prod_232,Esencias florales,Amapola (papaver rhoeas),Papaver rhoeas,Para entender y aceptar el rol en la propia vida; y descubrir la misión o vocación en la vida; Útil en procesos degenerativos del sistema nervioso; Para la tranquilidad y lucidez mental.,,Spray oral; Gotas,activo
prod_233,Esencias florales,Árnica (arnica montana),Arnica montana,Cuando se presenta pérdida de contacto con el Yo; debido a daños producidos por traumatismos agudos.,,Spray oral; Gotas,activo
prod_234,Esencias florales,Bellis (bellis perennis),Bellis perennis,Da lucidez mental; permite asimilar la información recibida; Para los que deben planificar sus proyectos y organizar una actividad.,,Spray oral; Gotas,activo
prod_235,Esencias florales,Bergamota (citrus bergamia),Citrus bergamia,Es un analgésico y antiséptico; ideal ante virosis; Sirve como antiespasmódico ante la tensión física producida por estrés; Incrementa el nivel de cicatrización en heridas leves; Su uso se extiende ante la bronquitis; fiebre; herpes e indigestión.,,Spray oral; Gotas,activo
prod_236,Esencias florales,Betónica (stachys officinalis),Stachys officinalis,Ideal en tratamientos en los que se requiere abstinencia sexual; Permite un mayor control de sí mismo.,,Spray oral; Gotas,activo
prod_237,Esencias florales,Bistorta (polygonum bistorta),Polygonum bistorta,Incrementa la atención y la concentración en personas dispersas; Ayuda en problemas de aprendizaje.,,Spray oral; Gotas,activo
prod_238,Esencias florales,Borraja (borago officinalis),Borago officinalis,Da coraje interior frente a los problemas que producen tristeza y abatimiento; Facilita la obtención de oxígeno a grandes alturas; Suaviza las tensiones del cuerpo emocional.,,Spray oral; Gotas,activo
prod_239,Esencias florales,Botón de oro (ranunculus acris),Ranunculus acris,Incrementa la autoestima; permite que la persona se acepte y reconozca su valor; Para las personas que constantemente están pidiendo disculpas sin causa real.,,Spray oral; Gotas,activo
prod_240,Esencias florales,Calabacín (cucurbita pepo),Cucurbita pepo,Normaliza los desarreglos del sistema hormonal en la mujer; armoniza el embarazo haciendo que este sea gozoso y estimula la creatividad femenina; permitiendo un incremento de la intuición.,,Spray oral; Gotas,activo
prod_241,Esencias florales,Caléndula,Caléndula officinalis,Ideal para aquellos que sólo oyen las palabras pero no entienden su significado; incremento la capacidad para conectarse con los otros y generar niveles sensibles de comunicación.,,Spray oral por 30 ml; Gotas por 30 ml,activo
prod_242,Esencias florales,Calla,Zantedeschia aethiopica,Permite encontrar la identidad sexual; Equilibra la polaridad; corrigiendo los desbalances interior hombre - mujer; Bueno contra el agotamiento mental.,,Spray oral por 30 ml; Gotas por 30 ml,activo
prod_243,Esencias florales,Capuchina,Tropaeolum aduncum,Aporta claridad mental cuando el exceso de actividad intelectual produce confusión; incredulidad o cansancio mental; Da apertura a nuevas ideas; Para individuos demasiados racionales; Incrementa la absorción de vitamina B.,,Spray oral por 30 ml; Gotas por 30 ml,activo
prod_244,Esencias florales,Clavel de indias,Tagetes patula,Para quien tiene dificultades en la escucha de sí mismo y de los demás; Útil en problemas de aprendizaje.,,Spray oral por 30 ml; Gotas por 30 ml,activo
prod_245,Esencias florales,Corazoncillo,Dicentra spectabilis,Armoniza los asuntos del corazón después de una separación dolorosa.,,Spray oral por 30 ml; Gotas por 30 ml,activo
prod_246,Esencias florales,Consuelda,Symphytum officinale,Refuerza la memoria y tonifica el sistema nervioso; Ayuda en los problemas de coordinación psico-motora.,,Spray oral por 30 ml; Gotas por 30 ml,activo
prod_247,Esencias florales,Consuelda menor,Prunella vulgaris,Despierta el deseo de curación; ayuda en la aceptación de lo que somos y las transformaciones que vivimos.,,Spray oral por 30 ml; Gotas por 30 ml,activo
prod_248,Esencias florales,Cosmos,Cosmos bipinnatus,Aumenta la capacidad de expresión en público; y en privado; facilita una mejor comunicación.,,Spray oral por 30 ml; Gotas por 30 ml,activo
prod_249,Esencias florales,Digitalis,Digitalis purpurea,Permite superar los problemas de apego; ayudando a aliviar la tensión centrada alrededor del corazón.,,Spray oral por 30 ml; Gotas por 30 ml,activo
prod_250,Esencias florales,Diente de león,Taraxacum officinale,Ideal para el estrés que se convierte en tensión mental; emocional y muscular; Se puede aplicar externamente en masajes.,,Spray oral por 30 ml; Gotas por 30 ml,activo
prod_251,Esencias florales,Don diego de día (ipomea purpurea),Ipomea purpurea,Equilibra e incrementa la fuerza vital; Nos libera del sentido de autodestrucción que puede llevar a hábitos y adicciones nocivas.,,Spray oral; Gotas,activo
prod_252,Esencias florales,Dragón (antirrhinum majus),Antirrhinum majus,Libera las emociones reprimidas y facilita la expresión verbal; Ayuda en los tratamientos que tengan que ver con garganta y boca; Para el miedo a expresarse.,,Spray oral; Gotas,activo
prod_253,Esencias florales,Encina (quercus ilex),Quercus ilex,Ideal para los miedos ancestrales y el sentimiento profundo de soledad; Libera la bondad y la generosidad; Remedio indicado para la insensibilidad y la falta de ternura a causa de prejuicios o conceptos muy arraigados.,,Spray oral; Gotas,activo
prod_254,Esencias florales,Eneldo (anethum graveolens),Anethum graveolens,Gracias a su amplio efecto mejora la digestión y permite la asimilación de los nutrientes; Ideal para el estrés producido por la vida acelerada de la ciudad; Aporta luz ante las dificultades emocionales.,,Spray oral; Gotas,activo
prod_255,Esencias florales,Epilobio (epilobium angustifolium),Epilobium angustifolium,Restaurador de la energía vital deteriorada en casos de accidentes o traumatismos fuertes.,,Spray oral; Gotas,activo
prod_256,Esencias florales,Espino blanco (crataegus oxyacantha),Crataegus oxyacantha,Permite elaborar los duelos; aliviando la tensión y el dolor causado por la pérdida de un ser querido.,,Spray oral; Gotas,activo
prod_257,Esencias florales,Eucalipto (eucalyptus globulus),Eucalyptus globulus,Eficaz en tratamientos de asma; Ictericia; Estimula el sistema circulatorio; Alivia inflamaciones de las fosas nasales.,,Spray oral; Gotas,activo
prod_258,Esencias florales,Eufrasia (euphrasia officinalis),Euphrasia officinalis,Incrementa la intuición y la percepción en general; En los terapeutas facilita el diagnóstico.,,Spray oral; Gotas,activo
prod_259,Esencias florales,Gamonito (asphodelus albus),Asphodelus albus,Estimula la memoria celular y la regeneración del tejido neuronal; Para los temores a enfermar; Para las personas que se sienten impuras física y mentalmente.,,Spray oral; Gotas,activo
prod_260,Esencias florales,Girasol (helianthus annuus),Helianthus annuus,Ayuda a resolver los problemas relacionados con la imagen paterna; Útil en geopatías.,,Spray oral; Gotas,activo
prod_261,Esencias florales,Hypérico (hypericum perforatum),Hypericum perforatum,Útil en casos de miedos del pasado; trastornos de sueños; pesadillas y terrores nocturnos.,,Spray oral; Gotas,activo
prod_262,Esencias florales,Jacinto de agua (eichhornia crassipes),Eichhornia crassipes,Incrementa la capacidad de percepción e intuición y permite entrar en contacto con la conciencia superior.,,Spray oral; Gotas,activo
prod_263,Esencias florales,Jazmín (jasminum officinale),Jasminum officinale,Favorece la búsqueda del propio camino y sentido de lo trascendente; Útil en el exceso de mucosidades y la asimilación de proteínas.,,Spray oral; Gotas,activo
prod_264,Esencias florales,Jara estepa (cistus albidus),Cistus albidus,Ayuda en los procesos de desesperanza y abatimiento; ideal cuando se pierde la vitalidad a causas de traumatismos psíquicos o físicos; Fortalece el sistema inmune.,,Spray oral; Gotas,activo
prod_265,Esencias florales,Lavanda (lavandula officinalis),Lavandula officinalis,Es un excelente purificador; se puede tomar o rociar en el ambiente; Permite integrar los aspectos espirituales a lo cotidiano; Armonizador de los grandes valores integrando lo espiritual a la vida cotidiana.,,Spray oral; Gotas,activo
prod_266,Esencias florales,Lila (syringa vulgaris),Syringa vulgaris,Ideal para tratamientos quiroprácticos; Normaliza y equilibra la circulación energética en la columna vertebral; aportando alivio; flexibilidad y buena postura; Para la rigidez emocional y física en cualquier manifestación.,,Spray oral; Gotas,activo
prod_267,Esencias florales,Limón (citrus limonum),Citrus limonum,Tonifica el hemisferio cerebral izquierdo e incrementa la capacidad racional; matemática y lingüística.,,Spray oral; Gotas,activo
prod_268,Esencias florales,Lirio (iris germanica),Iris germanica,Desarrollar nuestra inspiración y creatividad.,,Spray oral; Gotas,activo
prod_269,Esencias florales,Lirio mariposa (calochortus leichtlinii),Calochortus leichtlinii,Bueno ante conflictos con la imagen materna; Para los hijos que se sienten abandonados por sus padres.,,Spray oral; Gotas,activo
prod_270,Esencias florales,Lotus (nelumbo nucifera),Nelumbo nucifera,Armoniza nuestra alma; nuestro ser y favorece la apertura espiritual; Tiende a incrementar el nivel vibracional de los demás elíxires.,,Spray oral; Gotas,activo
prod_271,Esencias florales,Maíz (zea mays),Zea mays,Nos permite adaptarnos y arraigarnos a la vida en las grandes ciudades; especial en situaciones de hacinamiento; Incrementa la capacidad para procrear.,,Spray oral; Gotas,activo
prod_272,Esencias florales,Madroño (arbutus unedo),Arbutus unedo,Ayuda en la coordinación cuerpo-mente; alma-personalidad; Estimula escucha interior y el auto reconocimiento.,,Spray oral; Gotas,activo
prod_273,Esencias florales,Malva (malva sylvestris),Malva sylvestris,Permite aceptar los procesos naturales de transformación en la vida; Desarrolla la confianza y cordialidad en las personas tímidas; da apertura hacia el exterior.,,Spray oral; Gotas,activo
prod_274,Esencias florales,Manzanilla (matricaria chamomilla),Matricaria chamomilla,Fortalece todo el sistema nervioso; permitiendo relajar la tensión emocional; Útil para el insomnio.,,Spray oral; Gotas,activo
prod_275,Esencias florales,Menta (menta spicata),Menta spicata,Nos protege de pensamientos negativos ajenos; despeja mentalmente a la persona.,,Spray oral; Gotas,activo
prod_276,Esencias florales,Mejorana (origanum vulgare),Origanum vulgare,Es un buen digestivo; sirve para las afecciones gástricas; úlceras y dolores abdominales; Desinflamante de los ganglios; Se le considera un estimulante.,,Spray oral; Gotas,activo
prod_277,Esencias florales,Milenrama (achillea millefolium),Achillea millefolium,Neutraliza geopatías y radiaciones débiles; Útil ante la vulnerabilidad extrema a influencias negativas externas.,,Spray oral; Gotas,activo
prod_278,Esencias florales,Mimosa (mimosa pudica),Mimosa pudica,Protege contra fuerzas externas diferentes al amor; Corrige la imagen negativa de sí mismo.,,Spray oral; Gotas,activo
prod_279,Esencias florales,Miosotis (no me olvides - myosotis sylvatica),Myosotis sylvatica,Estimula el subconsciente; aumenta la memoria y perspicacia; Corrige pensamientos negativos.,,Spray oral; Gotas,activo
prod_280,Esencias florales,Ortiga (urtica dioica),Urtica dioica,Alivia las tensiones en el ámbito familiar; Útil en problemas de piel; alergias respiratorias.,,Spray oral; Gotas,activo
prod_281,Esencias florales,Pasionaria o pasiflora (passiflora bryonoides),Passiflora bryonoides,Permite asimilar experiencias espirituales por que favorece la apertura hacia niveles superiores de conciencia; Permite entrar en la conciencia de la nueva era; Ayuda a conciliar el sueño.,,Spray oral; Gotas,activo
prod_282,Esencias florales,Petunia (petunia hybrida),Petunia hybrida,Ideal para personas excesivamente lógicas; niños hiperactivos; Permite localizar nuestra atención y reconocer las prioridades frente a exceso de información innecesaria; Corrige problemas generados por dificultades en el hemisferio izquierdo.,,Spray oral; Gotas,activo
prod_283,Esencias florales,Pimiento (capsicum annuum),Capsicum annuum,Permite transformar la inercia y la indecisión en actividad creadora; Gran motivador; Para bloqueos al inicio de cualquier tratamiento.,,Spray oral; Gotas,activo
prod_284,Esencias florales,Pringamosa (urtica baccifera),Urtica baccifera,Para enfermedades eruptivas; prurito; alergias; acné; asma; erisipela; Purifica el sistema circulatorio; Incrementa la oxigenación de la sangre; Desintoxica en el ámbito físico y emocional.,,Spray oral; Gotas,activo
prod_285,Esencias florales,Romero (rosmarinus officinalis),Rosmarinus officinalis,Ideal para los olvidadizos; ayuda a poner los pies en la tierra.; Da fuerza e interés cuando se requiere hacer algún negocio; Reordena los estados emocionales.,,Spray oral; Gotas,activo
prod_286,Esencias florales,Rudbeckia (rudbeckia hirta),Rudbeckia hirta,Permite enfrentar las partes ocultas de uno mismo; facilita la autotransformación gracias a la comprensión de sí mismo; Contra la falta de honestidad; para la mitomanía; Corrige la resistencia del paciente ante el terapeuta.,,Spray oral; Gotas,activo
prod_287,Esencias florales,Salvia (salvia officinalis),Salvia officinalis,Permite integrar el camino espiritual al estilo convencional de vida; Para la fatiga en vuelos largos.,,Spray oral; Gotas,activo
prod_288,Esencias florales,Siete cueros (tibouchina aurivilleana),Tibouchina aurivilleana,Vitaliza y alinea todos los centros sutiles; Estabiliza la energía interna después de una gran estimulación.,,Spray oral; Gotas,activo
prod_289,Esencias florales,Trébol rojo (trifolium pratense),Trifolium pratense,Permite estar serenos ante el miedo y la histeria colectiva; Ideal para situaciones de peligro colectivo.,,Spray oral; Gotas,activo
prod_290,Esencias florales,Valeriana (valeriana officinalis),Valeriana officinalis,Permite superar las tensiones importantes de la vida; el insomnio; estar calmados ante momentos de estrés; Tranquilizante.,,Spray oral; Gotas,activo
prod_291,Esencias florales,Vara de oro (solidago virga - aurea),Solidago virga-aurea,Útil en los problemas de autoimagen y egoísmo; permite entender el servicio a la humanidad; Fortalece y nos protege de influencias mentales negativas.,,Spray oral; Gotas,activo
prod_292,Esencias florales,Verbasco (verbascum thapsus),Verbascum thapsus,Facilita y armoniza el trabajo en grupo; especial para proyectos a largo plazo; Crea conciencia colectiva; Decrementa la tensión derivada de problemas genitales; Se emplea en la impotencia sexual masculina.,,Spray oral; Gotas,activo
prod_293,Esencias florales,Victoria regia (victoria regia),Victoria regia,Permite la aceptación del proceso de la muerte física y facilita el transito del paciente terminal; Corrige los temores relativos a la muerte; Sirve para entrar a otros planos de conciencia.,,Spray oral; Gotas,activo
prod_294,Esencias florales,Violeta pensamiento (viola hirta),Viola hirta,Permite abrirse en grupo y ante los demás; superando la timidez las dificultades de relacionarse; Bueno para las inmunodeficiencias e infecciones vírales.,,Spray oral; Gotas,activo
prod_295,Esencias florales,Viscum album solar (muérdago),Viscum album,Para cuando la demanda del ser; es tan grande que de no ser suplida; induce a procesos degenerativos; Útil en cualquier situación de grave perturbación celular.,,Spray oral; Gotas,activo
prod_296,Esencias florales,Zanahoria salvaje (daucus carota),Daucus carota,Es un buen tónico a nivel ocular; mejora y alivia los problemas relacionados con la visión; Permite disminuir la actividad incesante de la mente; Útil para el cansancio mental por abuso.,,Spray oral; Gotas,activo
prod_297,Esencias florales,Zarzamora (rubus fructicosa),Rubus fructicosa,Es útil para superar la inercia y la indolencia; Estimula las experiencias oníricas y la posibilidad de trabajar a este nivel.,,Spray oral; Gotas,activo
prod_298,Esencias florales,Zinia (zinnia elegans),Zinnia elegans,Incrementa las capacidades lúdicas y relaja las tensiones serias de la vida; Da sensación de ligereza y trivialidad a la vida cotidiana.,,Spray oral; Gotas,activo
prod_299,Esencias florales,Elíxir de las siete flores,Siete flores,De gran utilidad en cualquier situación de crisis o urgencia; Es una combinación con un amplísimo campo de acción.,,Spray oral; Gotas,activo
prod_300,Esencias florales,Orquídea agresión (acineta superba),Acineta superba,Ayuda a liberar energías reprimidas; como la sexualidad; el instinto de conservación y la agresividad esta última entendida como fuerza vital y no como violencia; Su uso es de gran precaución.,,Spray oral; Gotas,activo
prod_301,Orquídeas,Orquídea alegría,Vanda tricolor,Útil para personas con tendencia a ser tristes y depresivas; Favorece nuestro sentido del humor.,,Spray oral; Gotas,activo
prod_302,Orquídeas,Orquídea amor,Oncidium abortivum,Representa la más alta concepción del amor Divino; Indicada para sanadores; terapeutas; religiosos y conseisros.,,Spray oral; Gotas,activo
prod_303,Orquídeas,Orquídea ángel de protección,Miltonia phalaenopsis,Nos permite estar abiertos al entendimiento de otros planos de energía; vibración y conciencia.,,Spray oral; Gotas,activo
